dataset,batch_idx,ufm_epe,ours_epe,valid_ratio,valid_points,gt_flow_mean,gt_flow_p90,gt_flow_max,selected_points,candidate_points,gt_gif,ufm_gif,ours_gif
virtual_kitti2,11,2.8976054191589355,3.9434657096862793,0.8425781726837158,12942,6.932733535766602,14.561436653137207,173.3052978515625,,,,,
virtual_kitti2,12,4.168373107910156,12.267645835876465,0.43763023614883423,6722,26.013134002685547,47.98160171508789,193.9548797607422,,,,,
virtual_kitti2,13,5.117059230804443,16.267208099365234,0.36503908038139343,5607,33.437347412109375,57.197731018066406,254.44056701660156,,,,,
virtual_kitti2,14,2.186244010925293,2.2071053981781006,0.9646484851837158,14817,4.364325523376465,8.28497314453125,50.24689865112305,,,,,
virtual_kitti2,15,3.3764209747314453,5.711421489715576,0.7763672471046448,11925,11.872395515441895,25.804874420166016,241.31427001953125,,,,,
virtual_kitti2,16,4.608091354370117,13.058565139770508,0.34746095538139343,5337,55.008731842041016,141.44143676757812,221.41920471191406,,,,,
virtual_kitti2,17,5.97916316986084,10.938680648803711,0.41621094942092896,6393,18.766286849975586,43.69267654418945,157.18174743652344,,,,,
virtual_kitti2,18,7.045169830322266,8.357161521911621,0.5482422113418579,8421,16.3345947265625,34.3911018371582,193.4881591796875,,,,,
virtual_kitti2,19,6.850975036621094,8.143293380737305,0.5628906488418579,8646,15.424524307250977,31.490978240966797,187.0406494140625,,,,,
virtual_kitti2,20,5.001579761505127,10.216999053955078,0.4651692807674408,7145,37.7861328125,92.6278076171875,146.5298614501953,,,,,
virtual_kitti2,21,4.79910945892334,10.779568672180176,0.4453125298023224,6840,17.987163543701172,40.703453063964844,157.18174743652344,,,,,
virtual_kitti2,22,2.1102707386016846,13.641683578491211,0.5151041746139526,7912,47.57209396362305,141.24472045898438,215.80206298828125,,,,,
virtual_kitti2,23,6.994377613067627,7.9499335289001465,0.5750000476837158,8832,15.097580909729004,31.179513931274414,188.8488006591797,,,,,
virtual_kitti2,24,4.823909759521484,10.013883590698242,0.44192710518836975,6788,38.22039794921875,103.73896789550781,151.0278778076172,,,,,
virtual_kitti2,25,2.27724289894104,14.483418464660645,0.4576823115348816,7030,54.35548400878906,154.1796112060547,222.55487060546875,,,,,
virtual_kitti2,26,2.450151205062866,8.678478240966797,0.47024741768836975,7223,16.396427154541016,32.29411697387695,119.84469604492188,,,,,
virtual_kitti2,27,5.201107978820801,8.21845531463623,0.5111328363418579,7851,27.295928955078125,71.92948150634766,129.22543334960938,,,,,
virtual_kitti2,28,6.690372467041016,7.821680545806885,0.5169271230697632,7940,17.643787384033203,38.39439392089844,135.0152587890625,,,,,
virtual_kitti2,29,5.664547920227051,6.613197326660156,0.517773449420929,7953,17.51526641845703,35.96842956542969,125.87557983398438,,,,,
virtual_kitti2,30,7.299860954284668,8.400114059448242,0.5608724355697632,8615,16.03732681274414,32.54262924194336,188.8488006591797,,,,,
virtual_kitti2,31,4.79910945892334,10.779568672180176,0.4453125298023224,6840,17.987163543701172,40.703453063964844,157.18174743652344,,,,,
virtual_kitti2,32,6.451406002044678,8.771224975585938,0.6343750357627869,9744,15.388253211975098,35.46818161010742,188.53866577148438,,,,,
virtual_kitti2,33,6.770568370819092,9.76832103729248,0.5377604365348816,8260,18.05470848083496,40.61717987060547,183.2938690185547,,,,,
virtual_kitti2,34,4.691160202026367,10.858195304870605,0.40052086114883423,6152,27.462770462036133,75.68856811523438,218.6644287109375,,,,,
virtual_kitti2,35,3.543041706085205,11.605019569396973,0.33938804268836975,5213,16.331335067749023,32.218040466308594,235.96890258789062,,,,,
virtual_kitti2,36,4.120126247406006,12.679462432861328,0.33906251192092896,5208,18.949203491210938,37.80145263671875,252.3856658935547,,,,,
virtual_kitti2,37,5.130789279937744,6.9065775871276855,0.711132824420929,10923,12.444546699523926,32.54393768310547,194.53985595703125,,,,,
virtual_kitti2,38,2.232689142227173,13.442642211914062,0.35071617364883423,5387,67.10266876220703,160.42669677734375,243.51113891601562,,,,,
virtual_kitti2,39,2.1341187953948975,6.526653289794922,0.42434898018836975,6518,17.050607681274414,46.18893051147461,182.6967010498047,,,,,
virtual_kitti2,40,7.337090015411377,8.929717063903809,0.4276692867279053,6569,14.902957916259766,25.456905364990234,215.5726776123047,,,,,
virtual_kitti2,41,2.1026291847229004,11.814903259277344,0.4597005546092987,7061,52.172447204589844,149.14773559570312,243.51113891601562,,,,,
virtual_kitti2,42,2.095864772796631,11.839486122131348,0.4407552182674408,6770,54.14220428466797,149.26976013183594,243.51113891601562,,,,,
virtual_kitti2,43,4.120101451873779,11.551037788391113,0.34361982345581055,5278,16.766420364379883,33.718048095703125,273.9454650878906,,,,,
virtual_kitti2,44,7.340872287750244,10.128488540649414,0.5654296875,8685,17.931556701660156,39.97767639160156,198.492431640625,,,,,
virtual_kitti2,45,3.511564254760742,11.784017562866211,0.3414713740348816,5245,17.27886962890625,34.260711669921875,273.9454650878906,,,,,
virtual_kitti2,46,2.6144344806671143,7.990920543670654,0.3921875059604645,6024,13.983070373535156,29.50897216796875,203.97178649902344,,,,,
virtual_kitti2,47,2.8376688957214355,10.779541969299316,0.35755211114883423,5492,16.642467498779297,34.82526779174805,261.5885925292969,,,,,
virtual_kitti2,48,2.530886650085449,4.2030415534973145,0.9664714336395264,14845,10.869341850280762,39.039493560791016,73.73625946044922,,,,,
virtual_kitti2,49,1.814454436302185,1.5158586502075195,0.9901041984558105,15208,4.632206916809082,10.158449172973633,59.397796630859375,,,,,
