#name rig3r_v2__1_cam__model_chunk_scale__none_segment_scale
#fields t,px,py,pz,qx,qy,qz,qw
0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.399996 -5.981565e-06 0.00013390371 -0.0005318898 -8.061547302374857e-06 2.043892981596975e-05 1.5268265082332817e-05 0.999999999642071
0.799992 0.00015640564 0.0003710265 -0.00050741324 -4.6678973111664114e-05 9.109176920170956e-05 2.9432433454043717e-05 0.9999999943285474
1.199988 0.00030504706 0.00058318453 -0.00044304476 -7.012535829542059e-05 0.00015356850551754376 3.7240944391756395e-05 0.9999999850561301
1.599984 0.0005263311 0.00071329164 -0.00029077468 -8.237048337159332e-05 0.0002145370387169325 3.4864188007226564e-05 0.999999972986725
1.99998 0.0007911962 0.0008715043 -0.00033500718 -9.860004997461539e-05 0.0002824133590754894 5.5198600248076737e-05 0.9999999537369185
2.399976 0.0010192441 0.0010817538 0.0005004936 -0.00010569952039858691 0.00031573653826647615 6.153378323745418e-05 0.9999999426758199
2.799972 -0.001286611 0.0023700877 0.041455284 -3.343771142241896e-05 0.0002884130266861765 8.297188949503018e-05 0.9999999544077545
3.199968 -0.025939658 0.020245064 0.4496867 -5.44636535111622e-05 -0.00020790963900461833 9.845307884022709e-05 0.9999999720571414
3.599964 -0.075210996 0.05285333 1.2573518 -0.00014463490556845221 -0.0010497715047197156 0.00010485528976181481 0.9999994330327894
3.99996 -0.1496679 0.10117457 2.433901 -0.00022015460488031583 -0.0022893165024488135 0.0001116090810287019 0.9999973490491435
4.399956 -0.25044382 0.16474737 3.917675 -0.0003289998345749452 -0.004128047484480739 8.602568528306612e-05 0.9999914217545349
4.799952 -0.3669453 0.2368535 5.6438885 -0.00037655002940425206 -0.004815394703091698 7.507088676529284e-05 0.9999883322060766
5.199948 -0.49330792 0.32332987 7.6326528 -0.0002832838841882068 -0.004262227279949297 2.4631414137076657e-05 0.9999908762394528
5.599944 -0.6326703 0.41717836 9.824762 -5.2197889547790214e-05 -0.003564349312194423 -0.00010919247370305204 0.9999936403629598
5.99994 -0.78202665 0.5254998 12.352242 0.00010762688331061041 -0.003068518616890785 -0.00011195319173364344 0.9999952800270783
6.399936 -0.9514494 0.6454818 15.251394 0.00012249397315535436 -0.003036026664582869 -0.0001036198751052595 0.9999953783894404
6.799932 -1.1223159 0.7631083 18.160803 0.00015449654410327682 -0.0026575744668696053 -0.0001140726137099981 0.9999964502018043
7.199928 -1.3026464 0.88527477 21.176216 0.00016377744577763655 -0.0023309639829120305 -0.000139064721109699 0.9999972602186777
7.599924 -1.4864509 1.0138553 24.335457 0.00017166068098225742 -0.00170169183296423 -0.0001580054287725633 0.9999985249048124
7.99992 -1.6754442 1.1480696 27.622551 0.00014675063528870385 -0.0013607673205438605 -0.00018385565068258116 0.9999990464863705
8.399916 -1.8704834 1.2894473 31.060356 0.00019094055972601192 -0.0005385854137963095 -0.0002518523802190207 0.9999998050188976
8.799912 -2.0284276 1.4311401 34.620163 0.0005564674162313241 0.004349061420405082 -0.0005241279458391472 0.9999902506018109
