batch_idx,baseline_epe,baseline_loss,ssl_epe,ssl_loss,valid_ratio,valid_points,gt_flow_mean,gt_flow_p90,gt_flow_max
28,1.7295178174972534,0.00017939375538844615,5.674928188323975,0.002076247474178672,0.8274739980697632,12710,4.4537482261657715,8.052427291870117,24.532264709472656
29,2.1022095680236816,0.0002959434932563454,4.156703948974609,0.0012840385315939784,0.7274088859558105,11173,3.291919231414795,6.642279624938965,27.09781837463379
30,1.4723889827728271,0.00016349548241123557,1.670854091644287,0.00040949080721475184,0.8320313096046448,12780,0.8759428262710571,3.2123091220855713,4.872029781341553
31,1.0859404802322388,0.00015689643623773009,0.731855571269989,0.00018280540825799108,0.48938804864883423,7517,0.6516826152801514,0.28023847937583923,21.62468910217285
32,1.0030560493469238,8.753542351769283e-05,0.6094143986701965,0.00014246291539166123,0.56640625,8700,0.13135652244091034,0.08482451736927032,7.438565254211426
33,2.1076412200927734,0.00029295109561644495,6.233480453491211,0.0030338135547935963,0.7233073115348816,11110,3.1391220092773438,5.586377143859863,19.738862991333008
34,2.486377716064453,0.0002973799128085375,4.936044692993164,0.001560433185659349,0.5766276121139526,8857,3.7293789386749268,8.309816360473633,20.809093475341797
35,2.7605326175689697,0.0004704554448835552,4.628045558929443,0.0011871461756527424,0.9409505724906921,14453,4.9628071784973145,10.513525009155273,53.01320266723633
36,4.986875057220459,0.0012501917080953717,5.176196098327637,0.0014386405237019062,0.6100911498069763,9371,3.866532802581787,8.865041732788086,30.929513931274414
37,1.3258683681488037,0.0002372808667132631,1.3361846208572388,0.0005183723988011479,0.5705729722976685,8764,1.6767300367355347,9.368626594543457,38.0422477722168
38,1.7575191259384155,0.00018917415582109243,4.552576541900635,0.0016417232109233737,0.504101574420929,7743,2.4330391883850098,5.29781436920166,15.304335594177246
39,1.0110645294189453,7.20127864042297e-05,0.7128706574440002,7.891751010902226e-05,0.7744141221046448,11895,0.45197123289108276,1.603358507156372,15.817037582397461
40,0.8321844339370728,2.610408773762174e-05,0.455043762922287,1.2278445865376852e-05,0.7712240219116211,11846,0.10808060318231583,0.3141801357269287,0.9104300737380981
41,3.2063002586364746,0.0005577642004936934,2.4228391647338867,0.0007480757194571197,0.503125011920929,7728,2.383450984954834,12.196113586425781,25.81953239440918
42,3.4254283905029297,0.0007315765251405537,4.81486177444458,0.0013342428719624877,0.7822266221046448,12015,3.905961036682129,9.046825408935547,25.344799041748047
43,0.7900727987289429,6.93526744726114e-05,0.8255751729011536,0.00013970807776786387,0.5071614980697632,7790,0.6293164491653442,0.6620544791221619,18.006086349487305
44,4.286234378814697,0.0010528811253607273,4.947967529296875,0.001911962404847145,0.8266276717185974,12697,2.645913600921631,6.497621059417725,28.860017776489258
45,0.8341493606567383,4.070579234394245e-05,0.6371495127677917,1.7768006728147157e-05,0.723828136920929,11118,0.6224851012229919,1.734099268913269,2.204373359680176
46,0.5890582203865051,2.7205089281778783e-05,0.7091754674911499,4.307344715925865e-05,0.4671224057674408,7175,0.18118718266487122,0.4395558536052704,1.6032648086547852
47,2.2155210971832275,0.000295526348054409,3.799816370010376,0.0008280483889393508,0.8189453482627869,12579,5.272342681884766,11.498944282531738,37.21671676635742
48,0.7516304850578308,4.1195635276380926e-05,0.9659768342971802,8.802417141851038e-05,0.8125000596046448,12480,0.6593709588050842,2.4275267124176025,24.829437255859375
49,2.651244640350342,0.000433137989602983,4.039173603057861,0.0009571429691277444,0.8703125715255737,13368,5.246545314788818,11.007120132446289,45.0577278137207
