dataset,batch_idx,ufm_epe,ours_epe,valid_ratio,valid_points,gt_flow_mean,gt_flow_p90,gt_flow_max,selected_points,candidate_points,gt_gif,ufm_gif,ours_gif
point_odyssey,0,3.3251729011535645,1.9058245420455933,0.9880859851837158,15177,4.763972759246826,5.691260814666748,65.17926025390625,48,1024,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_000_gt_track_overlay.gif,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_000_ufm_track_overlay.gif,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_000_keycoord_track_overlay.gif
point_odyssey,1,1.7951300144195557,1.8816993236541748,0.9994792342185974,15352,3.2803914546966553,2.8902504444122314,158.01829528808594,48,1024,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_001_gt_track_overlay.gif,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_001_ufm_track_overlay.gif,/tmp/ufm_vs_keycoord_50b_forward/point_odyssey/batch_001_keycoord_track_overlay.gif
point_odyssey,2,1.4442813396453857,1.238527536392212,0.9996094107627869,15354,2.1980907917022705,1.840964674949646,143.08767700195312,,,,,
point_odyssey,3,1.3936305046081543,2.599623918533325,1.0,15360,6.038730144500732,21.00189781188965,39.06447219848633,,,,,
point_odyssey,4,2.5901730060577393,1.3502600193023682,0.9993489980697632,15350,3.6281943321228027,3.5337698459625244,65.84297943115234,,,,,
point_odyssey,5,1.39597749710083,0.9415609836578369,1.0,15360,1.8575414419174194,1.7274911403656006,89.93932342529297,,,,,
point_odyssey,6,1.7983390092849731,1.8990439176559448,0.9993489980697632,15350,3.5167236328125,1.9454879760742188,150.63299560546875,,,,,
point_odyssey,7,1.365439534187317,0.8997616767883301,0.9962891340255737,15303,1.7344553470611572,1.814814567565918,80.94281005859375,,,,,
point_odyssey,8,4.554091453552246,3.118743658065796,0.9967448711395264,15310,5.95917272567749,13.693592071533203,76.21660614013672,,,,,
point_odyssey,9,1.3766520023345947,2.379608631134033,1.0,15360,6.249856948852539,20.989376068115234,40.19896697998047,,,,,
point_odyssey,10,1.1900650262832642,2.207381248474121,1.0,15360,5.735632419586182,15.970342636108398,39.00543975830078,,,,,
point_odyssey,11,1.3936305046081543,2.599623918533325,1.0,15360,6.038730144500732,21.00189781188965,39.06447219848633,,,,,
point_odyssey,12,5.317447185516357,3.872534990310669,0.9945964217185974,15277,9.923332214355469,23.108642578125,195.11459350585938,,,,,
point_odyssey,13,1.0962013006210327,2.209415912628174,0.9880859851837158,15177,4.204812526702881,10.040453910827637,31.640466690063477,,,,,
point_odyssey,14,3.6268465518951416,2.332533359527588,0.9984375238418579,15336,5.111629486083984,4.092929840087891,59.95949935913086,,,,,
point_odyssey,15,3.754617214202881,2.739100456237793,0.9902344346046448,15210,5.705109119415283,8.569856643676758,183.81704711914062,,,,,
point_odyssey,16,1.924783706665039,1.3929624557495117,0.9919922351837158,15237,2.506381034851074,5.0644426345825195,95.88959503173828,,,,,
point_odyssey,17,1.4148935079574585,2.4254508018493652,0.9990234971046448,15345,6.083468437194824,23.18836784362793,39.99889373779297,,,,,
point_odyssey,18,2.76851487159729,1.7132283449172974,0.9980469346046448,15330,3.9223382472991943,3.6010823249816895,62.093101501464844,,,,,
point_odyssey,19,4.060182571411133,4.079704761505127,0.9990234971046448,15345,15.680941581726074,34.87163162231445,66.10569763183594,,,,,
point_odyssey,20,1.6294841766357422,2.8032476902008057,0.9909505844116211,15221,8.003705024719238,19.44664192199707,113.72069549560547,,,,,
point_odyssey,21,2.3733460903167725,1.5814265012741089,0.9942057728767395,15271,3.112302780151367,6.016135215759277,95.88959503173828,,,,,
point_odyssey,22,2.6915392875671387,1.8276052474975586,0.9973307847976685,15319,3.7418484687805176,3.650315761566162,64.84491729736328,,,,,
point_odyssey,23,3.359086751937866,2.4476158618927,0.99895840883255,15344,5.704145431518555,11.947234153747559,66.99651336669922,,,,,
point_odyssey,24,1.1553528308868408,0.6986859440803528,0.9998047351837158,15357,1.4303086996078491,1.7275148630142212,76.21614837646484,,,,,
point_odyssey,25,2.837289571762085,1.6045085191726685,0.9783854484558105,15028,4.42996883392334,5.69829797744751,95.64476776123047,,,,,
point_odyssey,26,2.5689470767974854,1.6056182384490967,0.98333340883255,15104,4.200157165527344,5.7805047035217285,118.89925384521484,,,,,
point_odyssey,27,2.0581746101379395,1.4133989810943604,0.9906250238418579,15216,2.606550455093384,5.144203186035156,101.61693572998047,,,,,
point_odyssey,28,4.3559370040893555,3.840989589691162,1.0,15360,7.433436870574951,15.132407188415527,103.67383575439453,,,,,
point_odyssey,29,5.308218955993652,4.667537689208984,0.9966797232627869,15309,12.408020973205566,34.8706169128418,66.980224609375,,,,,
point_odyssey,30,1.8392647504806519,2.4293429851531982,1.0,15360,3.846071243286133,10.664701461791992,110.64427947998047,,,,,
point_odyssey,31,3.63686203956604,1.9020378589630127,0.9958333969116211,15296,5.369453430175781,5.0980072021484375,124.10747528076172,,,,,
point_odyssey,32,1.1710536479949951,3.3848674297332764,0.9962239861488342,15302,22.75826072692871,38.70475387573242,56.681827545166016,,,,,
point_odyssey,33,1.9053659439086914,3.7436392307281494,0.9939453601837158,15267,28.68185043334961,62.19961166381836,92.19266510009766,,,,,
point_odyssey,34,1.258052945137024,2.892038583755493,0.9951172471046448,15285,17.15293312072754,38.520320892333984,88.19933319091797,,,,,
point_odyssey,35,1.371826410293579,3.0843405723571777,0.99309903383255,15254,15.059977531433105,35.13332748413086,78.99604034423828,,,,,
point_odyssey,36,1.7860087156295776,4.223732948303223,0.99309903383255,15254,21.097339630126953,41.59223175048828,111.03250885009766,,,,,
point_odyssey,37,1.712146282196045,6.134016990661621,0.9938802719116211,15266,44.4033317565918,76.9774398803711,116.23595428466797,,,,,
point_odyssey,38,1.5154796838760376,3.4570155143737793,0.9975261092185974,15322,19.45071029663086,38.73551559448242,55.85837173461914,,,,,
point_odyssey,39,3.1604440212249756,5.256761074066162,0.9969401359558105,15313,36.023624420166016,59.8929557800293,98.16915893554688,,,,,
point_odyssey,40,1.2096004486083984,3.082648754119873,0.9968099594116211,15311,15.59380054473877,26.135353088378906,77.44161987304688,,,,,
point_odyssey,41,0.8385144472122192,2.0837974548339844,0.9957031607627869,15294,10.040129661560059,18.100383758544922,69.80074310302734,,,,,
point_odyssey,42,1.560450792312622,4.364127159118652,0.9962239861488342,15302,24.353866577148438,40.81081771850586,68.07429504394531,,,,,
point_odyssey,43,0.8728833198547363,2.3561108112335205,0.9961588978767395,15301,13.637164115905762,20.885828018188477,61.20706558227539,,,,,
point_odyssey,44,1.6284313201904297,2.9546658992767334,0.9964193105697632,15305,18.72522735595703,34.297245025634766,45.29598617553711,,,,,
point_odyssey,45,1.00348961353302,2.5672335624694824,0.9951172471046448,15285,12.887633323669434,33.9045524597168,62.91250228881836,,,,,
point_odyssey,46,1.3302253484725952,4.7968430519104,0.99309903383255,15254,34.8270149230957,65.86565399169922,86.6044921875,,,,,
point_odyssey,47,0.8976978063583374,2.8389229774475098,0.9932292103767395,15256,19.257143020629883,49.76028823852539,68.2738265991211,,,,,
point_odyssey,48,1.0368609428405762,1.9433872699737549,0.9992188215255737,15348,9.129136085510254,11.824760437011719,28.137420654296875,,,,,
point_odyssey,49,0.894024670124054,0.8392148613929749,0.9995443224906921,15353,2.6329965591430664,3.481903314590454,42.557071685791016,,,,,
